Line#,Date,"Gust Speed (S-WCA 9858867:9845198-2), m/s, Meyerson Roof","Battery (U30 BATTERY 9858867:9858867-B), V, Meyerson Roof","Dew Point (S-THB 9858867:9835118-3), *C, Meyerson Roof","RH (S-THB 9858867:9835118-2), %, Meyerson Roof","Temperature (S-THB 9858867:9835118-1), *C, Meyerson Roof","Solar Radiation (S-LIB 9858867:9841958-1), W/m^2, Meyerson Roof","Wind Direction (S-WCA 9858867:9845198-3), *, Meyerson Roof","Wind Speed (S-WCA 9858867:9845198-1), m/s, Meyerson Roof"
3110,11/11/2016 12:40,0.2,4.5,1.27,50.6,11.13,179,0,0
3111,11/11/2016 12:45,0,4.51,1.43,49.7,11.56,192,0,0
3112,11/11/2016 12:50,0,4.51,1.7,49,12.07,207,0,0
3113,11/11/2016 12:55,0,4.51,1.81,49.4,12.07,217,0,0
3114,11/11/2016 13:00,0,4.51,1.96,48.3,12.58,231,0,0
3115,11/11/2016 13:05,3.3,4.51,2.33,48.5,12.92,244,0,0.2
3116,11/11/2016 13:10,1.3,4.51,2.53,47.3,13.52,256,0,0
3117,11/11/2016 13:15,2,4.51,2.98,49.2,13.4,269,0,0.2
3118,11/11/2016 13:20,3.5,4.51,3.17,48.8,13.74,282,0,0.4
3119,11/11/2016 13:25,0.7,4.51,3.34,47.8,14.24,296,0,0
3120,11/11/2016 13:30,4.3,4.51,3.66,48.6,14.34,304,0,0.4
3121,11/11/2016 13:35,1.9,4.51,3.81,43.3,16.3,316,0,0
3122,11/11/2016 13:40,0.6,4.51,4.26,47,15.51,326,0,0
3123,11/11/2016 13:45,5.9,4.51,4.44,48.1,15.34,337,0,0.6
3124,11/11/2016 13:50,3.3,4.51,4.53,47.3,15.7,347,0,0.4
3125,11/11/2016 13:55,3.9,4.51,4.45,45.5,16.22,356,0,0.4
3126,11/11/2016 14:00,2,4.51,5.02,48,16.01,366,0,0.2
3127,11/11/2016 14:05,2.6,4.51,4.79,45.7,16.53,374,0,0.2
3128,11/11/2016 14:10,0.4,4.51,4.64,43.6,17.11,383,0,0
3129,11/11/2016 14:15,5.2,4.51,4.98,46.8,16.37,391,0,0.2
3130,11/11/2016 14:20,6.1,4.51,4.86,46.9,16.2,399,0,1.5
3131,11/11/2016 14:25,3.7,4.51,4.82,44.9,16.84,412,0,0.4
3132,11/11/2016 14:30,0.6,4.51,5.33,46.5,16.84,418,0,0
3133,11/11/2016 14:35,5.2,4.51,5.25,46.4,16.8,426,0,0.4
3134,11/11/2016 14:40,0.6,4.51,5.28,42.6,18.18,436,0,0
3135,11/11/2016 14:45,4.6,4.51,5.32,45.5,17.18,444,0,0.2
3136,11/11/2016 14:50,0.9,4.51,5.56,43.5,18.15,453,0,0
3137,11/11/2016 14:55,3.9,4.51,5.19,43.3,17.82,459,0,0.4
3138,11/11/2016 15:00,3.7,4.51,5.32,44.5,17.53,467,0,0.4
3139,11/11/2016 15:05,5,4.51,5.23,42.4,18.2,469,0,0.4
3140,11/11/2016 15:10,6.5,4.54,5.44,43.1,18.18,483,0,0.7
3141,11/11/2016 15:15,6.5,4.51,5.32,43.5,17.89,516,0,1.5
3142,11/11/2016 15:20,6.5,4.51,5.39,42.5,18.34,326,0,1.1
3143,11/11/2016 15:25,5,4.51,5.65,49.4,16.25,197,0,0.4
3144,11/11/2016 15:30,4.8,4.53,5.74,48.6,16.61,199,0,0.2
3145,11/11/2016 15:35,4.6,4.51,5.73,48.7,16.56,189,0,0
3146,11/11/2016 15:40,3.9,4.53,5.49,46.9,16.89,598,0,0.2
3147,11/11/2016 15:45,8.9,4.53,5.13,42.5,18.06,254,0,0.7
3148,11/11/2016 15:50,5.4,4.53,5.51,47.1,16.84,188,0,0.6
3149,11/11/2016 15:55,4.5,4.53,5.39,46.7,16.84,279,0,0.4
3150,11/11/2016 16:00,8.5,4.54,5.15,45.6,16.96,522,0,0.6
3151,11/11/2016 16:05,6.3,4.54,5.44,46.8,16.87,261,0,0.4
3152,11/11/2016 16:10,4.6,4.54,5.41,47.7,16.53,167,0,0.4
3153,11/11/2016 16:15,5.8,4.54,5.32,46.7,16.77,279,0,0.6
3154,11/11/2016 16:20,2.4,4.54,5.53,45.7,17.34,227,0,0.2
3155,11/11/2016 16:25,4.8,4.54,5.31,44,17.7,414,0,0.2
3156,11/11/2016 16:30,6.1,4.56,5,42.6,17.87,523,0,0.6
3157,11/11/2016 16:35,4.5,4.54,5.07,43.6,17.58,518,0,0.7
3158,11/11/2016 16:40,2.8,4.54,4.96,40.7,18.56,421,0,0.2
3159,11/11/2016 16:45,3.3,4.54,5.02,42.8,17.82,488,0,0.2
3160,11/11/2016 16:50,3.9,4.54,5.24,41,18.75,226,0,0.4
3161,11/11/2016 16:55,7.6,4.54,4.7,41.8,17.84,477,0,2.2
3162,11/11/2016 17:00,5,4.54,4.9,41.8,18.06,519,0,0.4
3163,11/11/2016 17:05,5.9,4.54,4.97,44.2,17.25,341,0,1.1
3164,11/11/2016 17:10,6.5,4.54,5.05,44.4,17.27,583,0,1.3
3165,11/11/2016 17:15,5.4,4.54,5.13,43.7,17.61,499,0,0.7
3166,11/11/2016 17:20,4.8,4.54,4.95,43.7,17.42,284,0,0.6
3167,11/11/2016 17:25,5.2,4.54,5.01,44.4,17.22,314,0,0.6
3168,11/11/2016 17:30,3.9,4.56,5.07,44,17.44,274,0,0.2
3169,11/11/2016 17:35,8.2,4.54,5.06,46.2,16.65,326,0,1.7
3170,11/11/2016 17:40,7.6,4.54,5.17,47.5,16.34,279,0,1.1
3171,11/11/2016 17:45,4.3,4.54,5.18,46.8,16.58,411,0,0.2
3172,11/11/2016 17:50,2.6,4.54,5.38,46.4,16.94,461,0,0.2
3173,11/11/2016 17:55,7.4,4.54,5.2,46.5,16.7,432,0,0.9
3174,11/11/2016 18:00,7.8,4.54,4.97,44.6,17.11,453,0,1.1
3175,11/11/2016 18:05,2.6,4.54,4.91,44.3,17.15,446,0,0.2
3176,11/11/2016 18:10,7.2,4.54,4.66,42.8,17.42,374,0,1.5
3177,11/11/2016 18:15,7.4,4.54,4.47,42.9,17.18,443,0,0.9
3178,11/11/2016 18:20,6.3,4.54,4.72,45.2,16.63,76,0,0.7
3179,11/11/2016 18:25,5.8,4.54,4.61,45.4,16.44,87,0,0.9
3180,11/11/2016 18:30,7.2,4.54,4.2,42.6,16.99,451,0,1.1
3181,11/11/2016 18:35,7.4,4.54,4.01,41.4,17.22,448,0,1.1
3182,11/11/2016 18:40,3,4.54,3.87,41.5,17.03,294,0,0.4
3183,11/11/2016 18:45,4.3,4.54,3.67,41.3,16.89,111,0,0.2
3184,11/11/2016 18:50,9.1,4.54,3.71,43.6,16.08,54,0,1.1
3185,11/11/2016 18:55,5.2,4.54,3.78,43.8,16.08,328,0,0.4
3186,11/11/2016 19:00,7.6,4.54,3.93,41.8,16.99,388,0,1.5
3187,11/11/2016 19:05,7.1,4.54,3.68,40.4,17.25,338,0,1.1
3188,11/11/2016 19:10,6.9,4.54,2.63,38.6,16.8,332,0,1.5
3189,11/11/2016 19:15,5.8,4.54,2.81,38.9,16.87,163,0,0.9
3190,11/11/2016 19:20,8,4.54,2.84,39.1,16.82,317,0,1.7
3191,11/11/2016 19:25,5.9,4.54,2.91,39.2,16.87,313,0,1.1
3192,11/11/2016 19:30,4.3,4.54,2.62,40.1,16.18,54,0,0.7
3193,11/11/2016 19:35,6.1,4.54,2.51,41.1,15.68,47,0,1.5
3194,11/11/2016 19:40,8.7,4.54,2.75,39.7,16.49,273,0,0.9
3195,11/11/2016 19:45,4.1,4.54,2.84,38.4,17.11,258,0,0.7
3196,11/11/2016 19:50,8.2,4.54,2.16,37.5,16.72,234,0,1.3
3197,11/11/2016 19:55,8,4.54,2.19,37.5,16.75,78,0,0.9
3198,11/11/2016 20:00,8.7,4.54,2.18,39,16.13,81,0,2.2
3199,11/11/2016 20:05,7.8,4.54,1.89,37.4,16.46,192,0,1.7
3200,11/11/2016 20:10,6.3,4.54,1.49,35.8,16.7,178,0,1.1
3201,11/11/2016 20:15,7.4,4.54,1.32,35.3,16.72,164,0,1.3
3202,11/11/2016 20:20,6.9,4.54,1.31,35.7,16.53,153,0,0.7
3203,11/11/2016 20:25,11.9,4.54,0.89,35.5,16.15,143,0,2.2
3204,11/11/2016 20:30,8,4.49,0.76,35.1,16.18,133,0,1.5
3205,11/11/2016 20:35,8.9,4.54,1.46,36.3,16.44,121,0,0.7
3206,11/11/2016 20:40,8.3,4.54,2.03,40.2,15.49,112,0,2.6
3207,11/11/2016 20:45,7.4,4.54,2.22,41,15.39,92,0,1.5
3208,11/11/2016 20:50,11.1,4.54,2.05,41.5,15.01,76,0,1.7
3209,11/11/2016 20:55,8.3,4.54,2.04,42.2,14.74,57,0,1.9
3210,11/11/2016 21:00,6.5,4.54,1.67,41.6,14.55,42,0,1.5
3211,11/11/2016 21:05,8,4.54,1.65,43.8,13.74,13,0,2.4
3212,11/11/2016 21:10,8.7,4.51,1.47,43.5,13.64,9,0,1.9
3213,11/11/2016 21:15,7.2,4.48,1.5,44,13.5,6,0,2.8
3214,11/11/2016 21:20,4.8,4.45,1.57,45.2,13.16,4,0,0.7
3215,11/11/2016 21:25,7.4,4.44,1.44,45,13.09,2,0,2
3216,11/11/2016 21:30,8.5,4.42,1.3,45.7,12.7,1,0,1.9
3217,11/11/2016 21:35,7.8,4.42,1.22,45.5,12.68,1,0,2
3218,11/11/2016 21:40,5.2,4.42,0.93,45.5,12.36,1,0,0.7
3219,11/11/2016 21:45,7.6,4.42,0.38,43.3,12.51,1,0,1.9
3220,11/11/2016 21:50,4.3,4.41,0.41,44.1,12.27,1,0,0.4
3221,11/11/2016 21:55,7.6,4.41,0.13,43.2,12.27,1,0,2
3222,11/11/2016 22:00,8.3,4.4,-0.12,42.9,12.1,1,0,1.9
3223,11/11/2016 22:05,7.2,4.4,-0.1,43.1,12.05,1,0,1.3
3224,11/11/2016 22:10,5.4,4.39,-0.06,43.5,11.95,1,0,1.3
3225,11/11/2016 22:15,6.5,4.39,-0.09,44.2,11.69,1,0,1.1
3226,11/11/2016 22:20,7.2,4.39,-0.17,43.8,11.73,1,0,2
3227,11/11/2016 22:25,7.4,4.39,-0.28,43.8,11.61,1,0,2.6
3228,11/11/2016 22:30,7.4,4.36,-0.42,43.7,11.49,1,0,2
3229,11/11/2016 22:35,10.2,4.36,-0.93,42.3,11.42,1,0,2.8
3230,11/11/2016 22:40,7.8,4.36,-1.03,42.4,11.27,1,0,2.8
3231,11/11/2016 22:45,9.3,4.36,-1.28,41.7,11.25,1,0,2
3232,11/11/2016 22:50,7.4,4.36,-1.34,42.2,11,1,0,1.9
3233,11/11/2016 22:55,8.5,4.36,-1.51,42.2,10.81,1,0,1.9
3234,11/11/2016 23:00,5.9,4.35,-1.72,41.9,10.69,1,0,1.5
3235,11/11/2016 23:05,6.9,4.35,-2.12,41.1,10.54,1,0,1.5
3236,11/11/2016 23:10,10.6,4.35,-2.37,40.6,10.44,1,0,2.4
3237,11/11/2016 23:15,8.3,4.35,-2.65,40.1,10.32,1,0,2.6
3238,11/11/2016 23:20,9.6,4.35,-2.73,40.5,10.08,1,0,2.6
3239,11/11/2016 23:25,6.7,4.34,-2.91,40.3,9.95,1,0,1.3
3240,11/11/2016 23:30,5.2,4.32,-2.9,41,9.71,1,0,0.7
3241,11/11/2016 23:35,7.1,4.32,-2.8,40.9,9.85,1,0,2.4
3242,11/11/2016 23:40,8.3,4.32,-2.74,41.7,9.63,1,0,2.6
3243,11/11/2016 23:45,8.7,4.32,-2.35,43,9.61,1,0,2.6
3244,11/11/2016 23:50,5,4.32,-2.18,44.7,9.21,1,0,0.9
3245,11/11/2016 23:55,7.1,4.32,-1.87,45.9,9.16,1,0,0.9
3246,11/12/2016 0:00,5.6,4.32,-1.68,47.1,8.99,1,0,1.3
3247,11/12/2016 0:05,13,4.32,-1.58,48,8.82,1,0,1.9
3248,11/12/2016 0:10,8.7,4.32,-1.74,47.6,8.77,1,0,2
3249,11/12/2016 0:15,10.2,4.32,-2.16,46.7,8.59,1,0,2.8
3250,11/12/2016 0:20,8.5,4.32,-3.14,43.8,8.47,1,0,2.6
3251,11/12/2016 0:25,9.3,4.32,-3.54,43,8.29,1,0,2.8
3252,11/12/2016 0:30,9.6,4.29,-3.61,43.2,8.14,1,0,2.8
3253,11/12/2016 0:35,7.2,4.29,-3.53,43.7,8.07,1,0,1.7
3254,11/12/2016 0:40,9.1,4.29,-3.6,43.6,8.02,1,0,3.5
3255,11/12/2016 0:45,8,4.29,-3.57,44.3,7.82,1,0,1.3
3256,11/12/2016 0:50,8.3,4.29,-3.55,44.6,7.74,1,0,1.3
3257,11/12/2016 0:55,10.2,4.29,-3.49,44.9,7.72,1,0,2.8
3258,11/12/2016 1:00,9.3,4.29,-3.56,45.1,7.57,1,0,2.4
3259,11/12/2016 1:05,8.7,4.29,-3.44,46.4,7.29,1,0,1.9
3260,11/12/2016 1:10,6.3,4.29,-3.48,46.1,7.34,1,0,0.6
3261,11/12/2016 1:15,8.3,4.29,-3.54,46.2,7.24,1,0,1.5
3262,11/12/2016 1:20,7.4,4.29,-3.62,46,7.22,1,0,1.1
3263,11/12/2016 1:25,8.9,4.29,-3.65,45.9,7.22,1,0,2.6
3264,11/12/2016 1:30,6.3,4.27,-3.7,46.2,7.07,1,0,0.9
3265,11/12/2016 1:35,6.3,4.27,-3.7,46.3,7.04,1,0,2.2
3266,11/12/2016 1:40,8.3,4.27,-3.74,46.3,6.99,1,0,2.6
3267,11/12/2016 1:45,7.2,4.28,-3.7,46.7,6.91,1,0,2
3268,11/12/2016 1:50,5.6,4.28,-3.7,47.1,6.79,1,0,0.6
3269,11/12/2016 1:55,6.3,4.28,-3.7,46.6,6.94,1,0,1.7
3270,11/12/2016 2:00,8,4.28,-3.68,47.1,6.81,1,0,1.9
3271,11/12/2016 2:05,4.1,4.28,-3.63,48,6.59,1,0,0.7
3272,11/12/2016 2:10,8.7,4.28,-3.73,47.4,6.66,1,0,1.7
3273,11/12/2016 2:15,6.1,4.28,-3.59,48,6.64,1,0,1.1
3274,11/12/2016 2:20,6.7,4.28,-3.58,48.1,6.61,1,0,1.9
3275,11/12/2016 2:25,5.8,4.28,-3.6,48.7,6.41,1,0,1.1
3276,11/12/2016 2:30,4.5,4.25,-3.54,49.7,6.18,1,0,0.6
3277,11/12/2016 2:35,5.9,4.27,-3.5,49,6.43,1,0,1.3
3278,11/12/2016 2:40,8,4.27,-3.55,48.8,6.43,1,0,2.2
3279,11/12/2016 2:45,5.2,4.27,-3.58,50,6.05,1,0,1.1
3280,11/12/2016 2:50,2,4.27,-3.5,50.3,6.05,1,0,0.2
3281,11/12/2016 2:55,7.1,4.27,-3.52,49.7,6.2,1,0,1.3
3282,11/12/2016 3:00,3.3,4.27,-3.51,50,6.13,1,0,0.7
3283,11/12/2016 3:05,3,4.27,-3.5,50.2,6.08,1,0,0.4
3284,11/12/2016 3:10,6.3,4.27,-3.45,50.4,6.08,1,0,0.9
3285,11/12/2016 3:15,5.4,4.28,-3.54,49.7,6.18,1,0,0.7
3286,11/12/2016 3:20,4.1,4.28,-3.58,50,6.05,1,0,0.6
3287,11/12/2016 3:25,4.1,4.28,-3.58,50.8,5.82,1,0,0.6
3288,11/12/2016 3:30,1.5,4.25,-3.55,51.1,5.77,1,0,0.2
3289,11/12/2016 3:35,3.3,4.27,-3.59,50.3,5.95,1,0,0.2
3290,11/12/2016 3:40,3.5,4.27,-3.52,51.4,5.72,1,0,0.2
3291,11/12/2016 3:45,5.8,4.27,-3.64,50.5,5.85,1,0,0.7
3292,11/12/2016 3:50,5,4.27,-3.66,50.4,5.85,1,0,0.9
3293,11/12/2016 3:55,5.4,4.27,-3.78,50.6,5.67,1,0,0.7
3294,11/12/2016 4:00,3.3,4.27,-3.69,51.2,5.59,1,0,0.2
3295,11/12/2016 4:05,0.7,4.27,-3.75,51.8,5.36,1,0,0
3296,11/12/2016 4:10,5.4,4.27,-3.79,50.8,5.59,1,0,0.6
3297,11/12/2016 4:15,6.9,4.27,-3.84,50.8,5.54,1,0,0.7
3298,11/12/2016 4:20,5.2,4.27,-3.89,50.8,5.49,1,0,0.7
3299,11/12/2016 4:25,5.2,4.27,-3.99,50.4,5.49,1,0,0.7
3300,11/12/2016 4:30,5.4,4.25,-4.06,50.7,5.33,1,0,0.6
3301,11/12/2016 4:35,4.8,4.25,-4.06,50.7,5.33,1,0,0.7
3302,11/12/2016 4:40,0.6,4.27,-4.06,51.7,5.05,1,0,0
3303,11/12/2016 4:45,1.5,4.27,-4.12,51.2,5.13,1,0,0.2
3304,11/12/2016 4:50,1.5,4.27,-4.11,51.6,5.02,1,0,0
3305,11/12/2016 4:55,2.4,4.27,-4.07,52.5,4.82,1,0,0
3306,11/12/2016 5:00,3,4.27,-4.04,51.7,5.08,1,0,0.4
3307,11/12/2016 5:05,2,4.27,-4.15,51.9,4.9,1,0,0.2
3308,11/12/2016 5:10,3.3,4.27,-4.16,53,4.58,1,0,0.2
3309,11/12/2016 5:15,2,4.27,-4.29,51.1,4.97,1,0,0.2
3310,11/12/2016 5:20,3.5,4.27,-4.34,51.1,4.92,1,0,0.2
3311,11/12/2016 5:25,4.1,4.27,-4.45,50.2,5.05,1,0,0.6
3312,11/12/2016 5:30,4.6,4.25,-4.52,50.2,4.97,1,0,0.4
3313,11/12/2016 5:35,4.1,4.25,-4.57,50.1,4.95,1,0,0.4
3314,11/12/2016 5:40,3,4.25,-4.56,50.6,4.82,1,0,0.2
3315,11/12/2016 5:45,1.5,4.26,-4.53,50.1,5,1,0,0
3316,11/12/2016 5:50,2.4,4.27,-4.5,50.2,5,1,0,0.2
3317,11/12/2016 5:55,4.1,4.26,-4.6,50.1,4.92,1,0,0.2
3318,11/12/2016 6:00,3.9,4.27,-4.54,50.5,4.87,1,0,0.2
3319,11/12/2016 6:05,1.9,4.27,-4.47,51.8,4.58,1,0,0
3320,11/12/2016 6:10,1.7,4.27,-4.47,51.6,4.64,1,0,0
3321,11/12/2016 6:15,3.9,4.27,-4.48,51.2,4.74,1,0,0.4
3322,11/12/2016 6:20,3,4.27,-4.5,51.1,4.74,1,0,0.4
3323,11/12/2016 6:25,3.3,4.27,-4.45,51.4,4.71,1,0,0.6
3324,11/12/2016 6:30,3,4.25,-4.38,52.7,4.43,1,0,0.2
3325,11/12/2016 6:35,3.5,4.25,-4.41,52.3,4.51,1,0,0.4
3326,11/12/2016 6:40,2.6,4.25,-4.41,52.5,4.45,1,0,0.2
3327,11/12/2016 6:45,2.8,4.25,-4.28,53.3,4.38,1,0,0.2
3328,11/12/2016 6:50,4.1,4.25,-4.33,53.3,4.32,1,0,0.4
3329,11/12/2016 6:55,3.2,4.25,-4.33,53.4,4.3,1,0,0.2
3330,11/12/2016 7:00,3,4.25,-4.38,53.3,4.27,1,0,0.2
3331,11/12/2016 7:05,1.5,4.25,-4.45,53.4,4.17,1,0,0
3332,11/12/2016 7:10,2.8,4.25,-4.53,53.5,4.06,1,0,0.2
3333,11/12/2016 7:15,4.1,4.25,-4.4,53.9,4.09,1,0,0.2
3334,11/12/2016 7:20,1.1,4.25,-4.35,54.2,4.06,1,0,0
3335,11/12/2016 7:25,0,4.25,-4.45,54.6,3.85,1,0,0
3336,11/12/2016 7:30,0.7,4.24,-4.33,54.4,4.04,1,0,0
3337,11/12/2016 7:35,2.8,4.25,-4.38,54.2,4.04,1,0,0.2
3338,11/12/2016 7:40,1.3,4.25,-4.28,55.4,3.83,1,0,0
3339,11/12/2016 7:45,0.9,4.25,-4.38,54.9,3.85,1,0,0
3340,11/12/2016 7:50,0,4.25,-4.23,57.5,3.35,1,0,0
3341,11/12/2016 7:55,0.6,4.25,-4.35,57.1,3.33,1,0,0
3342,11/12/2016 8:00,0.2,4.25,-4.39,56,3.56,1,0,0
3343,11/12/2016 8:05,0,4.25,-4.43,57.4,3.17,1,0,0
3344,11/12/2016 8:10,0,4.25,-4.33,57.3,3.3,1,0,0
3345,11/12/2016 8:15,0,4.25,-4.39,57.9,3.09,1,0,0
3346,11/12/2016 8:20,0,4.25,-4.38,57.2,3.27,1,0,0
3347,11/12/2016 8:25,0,4.25,-4.37,56.9,3.35,1,0,0
3348,11/12/2016 8:30,0,4.22,-4.34,57.8,3.17,1,0,0
3349,11/12/2016 8:35,0,4.25,-4.31,58.8,2.96,1,0,0
3350,11/12/2016 8:40,0,4.25,-4.42,59.1,2.77,1,0,0
3351,11/12/2016 8:45,1.5,4.25,-4.28,57.3,3.35,1,0,0
3352,11/12/2016 8:50,0,4.25,-4.47,58.1,2.96,1,0,0
3353,11/12/2016 8:55,0.2,4.25,-4.45,58.2,2.96,1,0,0
3354,11/12/2016 9:00,0.2,4.25,-4.45,57.3,3.17,1,0,0
3355,11/12/2016 9:05,0,4.25,-4.49,57.8,3.01,1,0,0
3356,11/12/2016 9:10,0,4.25,-4.52,60.1,2.42,1,0,0
3357,11/12/2016 9:15,0,4.25,-4.4,58.3,2.98,1,0,0
3358,11/12/2016 9:20,0,4.25,-4.36,57.8,3.14,1,0,0
3359,11/12/2016 9:25,0.2,4.25,-4.46,58.8,2.8,1,0,0
3360,11/12/2016 9:30,0,4.22,-4.61,58.6,2.69,1,0,0
3361,11/12/2016 9:35,2.6,4.24,-4.61,57.5,2.96,1,0,0.2
3362,11/12/2016 9:40,0,4.24,-4.51,57.8,2.98,1,0,0
3363,11/12/2016 9:45,0,4.24,-4.44,58.9,2.8,1,0,0
3364,11/12/2016 9:50,0,4.25,-4.38,59.5,2.72,1,0,0
3365,11/12/2016 9:55,0,4.25,-4.48,58.6,2.82,1,0,0
3366,11/12/2016 10:00,0,4.25,-4.49,58.9,2.74,1,0,0
3367,11/12/2016 10:05,0,4.27,-4.47,60,2.5,1,0,0
3368,11/12/2016 10:10,0,4.27,-4.55,59.2,2.61,1,0,0
3369,11/12/2016 10:15,0,4.25,-4.66,58.6,2.64,1,0,0
3370,11/12/2016 10:20,0,4.25,-4.45,59.5,2.64,1,0,0
3371,11/12/2016 10:25,0,4.25,-4.54,58.1,2.88,1,0,0
3372,11/12/2016 10:30,0,4.21,-4.56,58.6,2.74,1,0,0
3373,11/12/2016 10:35,0.2,4.22,-4.47,59.2,2.69,1,0,0
3374,11/12/2016 10:40,2.4,4.22,-4.52,59.1,2.66,1,0,0.2
3375,11/12/2016 10:45,0.2,4.22,-4.61,59.6,2.45,1,0,0
3376,11/12/2016 10:50,1.3,4.22,-4.64,59.1,2.53,1,0,0
3377,11/12/2016 10:55,1.5,4.22,-4.49,59.1,2.69,1,0,0
3378,11/12/2016 11:00,0.9,4.24,-4.59,58.9,2.64,1,0,0
3379,11/12/2016 11:05,1.1,4.24,-4.61,58.7,2.66,1,0,0
3380,11/12/2016 11:10,0.2,4.24,-4.58,59.6,2.48,1,0,0
3381,11/12/2016 11:15,1.7,4.24,-4.59,59.1,2.58,3,0,0
3382,11/12/2016 11:20,3.5,4.24,-4.67,58,2.77,4,0,0.2
3383,11/12/2016 11:25,0,4.27,-4.72,57.2,2.9,8,0,0
3384,11/12/2016 11:30,0,4.3,-4.73,56.1,3.17,13,0,0
3385,11/12/2016 11:35,0,4.44,-4.65,55.6,3.38,21,0,0
3386,11/12/2016 11:40,1.9,4.47,-4.84,54.7,3.41,29,0,0
3387,11/12/2016 11:45,2,4.48,-4.89,53.2,3.75,41,0,0
3388,11/12/2016 11:50,0.9,4.48,-5.09,53.6,3.43,53,0,0
3389,11/12/2016 11:55,0,4.49,-5.31,52.1,3.59,68,0,0
3390,11/12/2016 12:00,3.5,4.5,-4.11,55.3,4.04,98,0,0.2
3391,11/12/2016 12:05,3.3,4.5,-4.04,54.7,4.27,104,0,0.4
3392,11/12/2016 12:10,2.2,4.5,-4.94,49.1,4.84,119,0,0.2
3393,11/12/2016 12:15,3,4.51,-5.15,47.7,5.02,136,0,0.2
3394,11/12/2016 12:20,2,4.51,-5.15,48.3,4.84,144,0,0.2
3395,11/12/2016 12:25,0.2,4.51,-5.05,48.5,4.9,158,0,0
3396,11/12/2016 12:30,1.3,4.48,-5.09,46.8,5.36,171,0,0.2
3397,11/12/2016 12:35,1.9,4.5,-5.1,48.5,4.84,182,0,0.2
3398,11/12/2016 12:40,1.7,4.51,-5.05,46.8,5.41,196,0,0.2
3399,11/12/2016 12:45,3.3,4.51,-5.01,47.1,5.36,208,0,0.4
3400,11/12/2016 12:50,1.9,4.51,-5.08,45.2,5.87,222,0,0
3401,11/12/2016 12:55,3.5,4.51,-5.11,47.6,5.1,232,0,0.6
3402,11/12/2016 13:00,3.7,4.51,-5.02,46.9,5.41,244,0,0.4
3403,11/12/2016 13:05,3.5,4.51,-5.06,43.1,6.59,256,0,0.2
3404,11/12/2016 13:10,0.9,4.51,-5.06,42.5,6.79,268,0,0
3405,11/12/2016 13:15,0.6,4.51,-4.97,43.4,6.59,281,0,0
3406,11/12/2016 13:20,2,4.51,-5.11,43.4,6.43,293,0,0.2
3407,11/12/2016 13:25,3.2,4.51,-4.89,44.5,6.31,304,0,0.4
3408,11/12/2016 13:30,0.9,4.48,-4.84,44.3,6.43,317,0,0
3409,11/12/2016 13:35,3.3,4.51,-5.03,42.9,6.69,327,0,0.6
3410,11/12/2016 13:40,3.3,4.51,-4.92,44.5,6.28,338,0,0.6
3411,11/12/2016 13:45,2.6,4.51,-4.99,42.3,6.94,348,0,0.2
3412,11/12/2016 13:50,1.9,4.51,-4.9,43.1,6.76,358,0,0.2
3413,11/12/2016 13:55,3,4.51,-4.92,42.8,6.84,369,0,0.2
3414,11/12/2016 14:00,1.9,4.51,-4.7,40.9,7.74,378,0,0.2
3415,11/12/2016 14:05,3.5,4.51,-4.84,37.7,8.79,388,0,0.4
3416,11/12/2016 14:10,4.5,4.51,-4.85,40.6,7.69,398,0,0.6
3417,11/12/2016 14:15,3.7,4.51,-4.99,42.2,6.96,407,0,0.2
3418,11/12/2016 14:20,5,4.51,-4.77,42.1,7.24,416,0,0.6
3419,11/12/2016 14:25,4.6,4.51,-4.7,40.9,7.74,424,0,0.6
3420,11/12/2016 14:30,1.7,4.48,-4.84,39.8,8,432,0,0
3421,11/12/2016 14:35,3.2,4.51,-4.79,39,8.34,439,0,0.2
3422,11/12/2016 14:40,3.5,4.51,-4.62,41.3,7.69,447,0,0.6
3423,11/12/2016 14:45,3.3,4.51,-4.56,42.2,7.44,453,0,0.4
3424,11/12/2016 14:50,3.2,4.51,-4.51,39.1,8.62,458,0,0.4
3425,11/12/2016 14:55,2,4.51,-4.43,40.7,8.12,467,0,0.2
3426,11/12/2016 15:00,0,4.51,-4.57,35.3,10.08,473,0,0
3427,11/12/2016 15:05,0,4.51,-4.42,36.9,9.58,477,0,0
3428,11/12/2016 15:10,1.5,4.51,-4.27,37.3,9.58,483,0,0
3429,11/12/2016 15:15,0.2,4.51,-4.21,39.6,8.77,488,0,0
3430,11/12/2016 15:20,0.9,4.51,-4.12,36.8,9.95,493,0,0
3431,11/12/2016 15:25,0.6,4.51,-4.24,38.4,9.19,499,0,0
3432,11/12/2016 15:30,1.1,4.48,-4,36.3,10.3,502,0,0
3433,11/12/2016 15:35,4.5,4.51,-4.09,38.4,9.36,504,0,0.6
3434,11/12/2016 15:40,1.9,4.51,-4.17,38.3,9.31,506,0,0.2
3435,11/12/2016 15:45,3.5,4.51,-4.32,38.7,8.99,509,0,0.2
3436,11/12/2016 15:50,0.4,4.51,-3.96,34.5,11.1,513,0,0
3437,11/12/2016 15:55,0.7,4.51,-3.91,38.6,9.48,516,0,0
3438,11/12/2016 16:00,0.4,4.51,-3.88,38.6,9.51,518,0,0
3439,11/12/2016 16:05,0,4.51,-3.73,33.6,11.76,518,0,0
3440,11/12/2016 16:10,0,4.51,-3.76,33.6,11.73,522,0,0
